288,-0.472731,1.22464,0.121964,-1.85525,0.594695,-3.07989,3.13678,1.0701,0.84826
349,1.56317,0.86579,0.464746,-0.0421789,-1.09842,-0.907969,1.42511,0.551975,0.471804
700,-0.411865,0.536979,-0.328162,-2.20308,0.0837023,-2.74006,2.74134,0.580001,0.491035
904,2.2952,0.112203,-1.57685,-1.08601,2.41114,-1.19821,2.69245,0.551975,0.507326
1787,-0.113716,2.14883,0.919958,-0.1833,1.03367,-2.33213,2.55094,1.36422,1.2542
2495,-0.381861,0.357075,1.14551,-2.36772,1.52737,-2.7248,3.12368,0.857593,0.698185
2914,0.419335,0.482755,2.24958,-2.3989,1.83024,-2.88165,3.41375,0.536177,0.680114
3087,-2.2495,0.249305,-2.77199,-2.29345,-0.522492,-2.54275,2.59588,0.558956,0.45982
3270,-1.83727,0.674275,-0.311543,-1.55793,1.52573,-2.23221,2.70381,0.78301,0.773903
3604,2.91292,1.24976,2.38167,-2.27576,-0.531246,-3.52552,3.56532,0.701274,0.572787
3803,-0.315255,0.0304091,0.889369,-1.03045,1.20462,-1.06085,1.60516,0.588125,0.465251
4319,1.83768,0.190807,1.94637,-0.873187,0.108691,-1.06399,1.06953,1.4848,1.25637
4328,1.98821,2.0738,-0.775679,-0.959971,-2.76389,-3.03377,4.104,0.551975,0.454063
5060,2.08242,1.72808,2.53682,-2.08241,0.454405,-3.81049,3.83749,1.69671,1.29925
5099,-1.50317,0.515927,-2.52605,-0.133067,-1.02288,-0.648994,1.2114,1.4848,1.148
5242,1.12575,0.171123,2.53371,-1.84042,1.40796,-2.01154,2.45533,1.1323,1.65683
5853,-1.15608,0.882771,-1.7083,-2.14361,-0.552222,-3.02638,3.07635,1.21219,1.01213
6167,3.08455,0.697271,-0.253612,-0.280301,2.94503,-0.977572,3.10304,1.72669,1.41889
7872,2.286,0.764689,-2.0958,-1.42244,1.90139,-2.18713,2.89807,0.999854,0.88804
7988,2.75535,0.343876,-1.81081,-0.729756,1.71702,-1.07363,2.02505,1.17566,1.0474
8513,0.641277,0.465013,-0.527046,-2.36522,-1.16832,-2.83024,3.0619,0.551975,0.464917
8711,-1.33449,1.14546,0.226978,-1.47741,1.56147,-2.62287,3.05248,0.532697,0.431864
8853,-1.51765,0.0194506,-2.03123,-1.21509,-0.513581,-1.23454,1.3371,1.72669,1.57233
8867,0.307903,2.26296,-0.668062,-1.07736,-0.975965,-3.34032,3.47998,0.952354,0.88652
9424,-1.79702,0.156326,-0.593856,-1.40064,1.20316,-1.55697,1.96768,1.69671,1.37407
9663,2.57431,1.01748,2.05997,-1.78449,-0.514336,-2.80197,2.84879,0.859931,0.80782
9682,-1.82944,1.13482,1.0138,-0.432808,2.84324,-1.56762,3.24676,0.725509,0.656296
9804,-0.743343,0.932869,3.07989,-1.97928,-2.45995,-2.91215,3.81208,1.03912,0.800194
